Copyright Notice
Copyright C2002 Mount Sinai Hospital, Toronto, Canada. All Rights Reserved.

Disclaimer
Permission to use, copy, and modify this document for educational, research, and not-for-profit purposes, without fee and without a signed licensing agreement, is hereby granted, provided that the above copyright notice, this paragraph and the following paragraphs appear in all copies, modifications, and distributions.

Contact Terry Donaghue, Technology Transfer & Industrial Liaison, Mount Sinai Hospital, & The Samuel Lunenfeld Research Institute, 600 University Avenue, Toronto, ON Canada M5G 1X5, Tel. (416) 586-8225, Fax (416) 586-3110, E-mail: donaghue@mshri.on.ca, for commercial licensing opportunities. 

IN NO EVENT SHALL MOUNT SINAI HOSPITAL BE LIABLE TO ANY PARTY FOR DIRECT, INDIRECT, SPECIAL, INCIDENTAL, OR CONSEQUENTIAL DAMAGES, INCLUDING LOST PROFITS, ARISING OUT OF THE USE OF THIS SOFTWARE AND ITS DOCUMENTATION, EVEN IF MOUNT SINAI HOSPITAL HAS BEEN ADVISED OF THE POSSIBILITY OF SUCH DAMAGE. 
MOUNT SINAI HOSPITAL SPECIFICALLY DISCLAIMS ANY IMPLIED WARRANTIES OF MERCHANTABILITY AND FITNESS FOR A PARTICULAR PURPOSE.
THE SOFTWARE AND ACCOMPANYING DOCUMENTATION, IF ANY, PROVIDED HEREUNDER IS PROVIDED "AS IS". MOUNT SINAI HOSPITAL HAS NO
OBLIGATION TO PROVIDE MAINTENANCE, SUPPORT, UPDATES, ENHANCEMENTS, OR MODIFICATIONS.

Published research assisted by this document should cite:

Breitkreutz, BJ., Stark, C., Tyers M. "The GRID: the General Repository for Interaction Datasets." Genome Biology 2003 4(3):R23

------------------------------------------------------------------------------------------------------------------------------

Brief description of the columns:

A.) INTERACTOR_A			(Unique ID for geneA)
B.) INTERACTOR_B			(Unique ID for geneB)
C.) ALIASES_FOR_A			(List of common names for geneA, separated by ';')
D.) ALIASES_FOR_B			(List of common names for geneB, separated by ';')
E.) EXPERIMENTAL_SYSTEM			(System in which the interaction was shown)
F.) SOURCE			(Author/s of the interaction)
G.) DIRECTION			(Direction is shown by default as going from GeneA to GeneB, if however the same source also demonstrates this interaction in the opposite direction then the "AB" will be replaced with a "BOTH")
H.) PUBMED_ID			(PubMed_ID of the paper)

------------------------------------------------------------------------------------------------------------------------------

INTERACTOR_A	INTERACTOR_B	ALIASES_FOR_A	ALIASES_FOR_B	EXPERIMENTAL_SYSTEM	SOURCE	DIRECTION	PUBMED_ID
YML094W	YBL024W	;GIM5;PFD5;	;NCL1;TRM4;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YBL051C	;GIM5;PFD5;	;PIN4;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YBR103W	;GIM5;PFD5;	;SIF2;EMB1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YBR107C	;GIM5;PFD5;	;IML3;MCM19;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YBR108W	;GIM5;PFD5;	NONE	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YBR171W	;GIM5;PFD5;	;SEC66;HSS1;SEC71;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YBR231C	;GIM5;PFD5;	;AOR1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YBR255W	;GIM5;PFD5;	NONE	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YBR290W	;GIM5;PFD5;	;BSD2;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YCR086W	;GIM5;PFD5;	;CSM1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YDL020C	;GIM5;PFD5;	;RPN4;SON1;UFD5;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YDL155W	;GIM5;PFD5;	;CLB3;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YDR144C	;GIM5;PFD5;	;MKC7;YPS2;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YDR149C	;GIM5;PFD5;	NONE	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YDR183W	;GIM5;PFD5;	;PLP1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YDR254W	;GIM5;PFD5;	;CHL4;CTF17;MCM17;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YDR276C	;GIM5;PFD5;	;PMP3;SNA1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YDR293C	;GIM5;PFD5;	;SSD1;CLA1;MCS1;RLT1;SRK1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YDR310C	;GIM5;PFD5;	;SUM1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YDR318W	;GIM5;PFD5;	;MCM21;CTF5;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YDR334W	;GIM5;PFD5;	;SWR1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YDR360W	;GIM5;PFD5;	NONE	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YDR485C	;GIM5;PFD5;	;VPS72;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YEL031W	;GIM5;PFD5;	;SPF1;PER9;PIO1;COD1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YEL053C	;GIM5;PFD5;	;MAK10;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YER016W	;GIM5;PFD5;	;BIM1;EB1;YEB1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YER110C	;GIM5;PFD5;	;KAP123;YRB4;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YER155C	;GIM5;PFD5;	;BEM2;IPL2;SUP9;TSL1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YER177W	;GIM5;PFD5;	;BMH1;APR6;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YFR019W	;GIM5;PFD5;	;FAB1;SVL7;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YGL086W	;GIM5;PFD5;	;MAD1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YGL087C	;GIM5;PFD5;	;MMS2;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YGL124C	;GIM5;PFD5;	;MON1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YGL151W	;GIM5;PFD5;	;NUT1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YGL173C	;GIM5;PFD5;	;KEM1;DST2;RAR5;SEP1;SKI1;XRN1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YGL194C	;GIM5;PFD5;	;HOS2;RTL1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YGL253W	;GIM5;PFD5;	;HXK2;HEX1;HKB;SCI2;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YGR019W	;GIM5;PFD5;	;UGA1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YGR054W	;GIM5;PFD5;	NONE	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YGR188C	;GIM5;PFD5;	;BUB1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YGR229C	;GIM5;PFD5;	;SMI1;KNR4;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YGR270W	;GIM5;PFD5;	;YTA7;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YHL029C	;GIM5;PFD5;	NONE	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YHR012W	;GIM5;PFD5;	;VPS29;PEP11;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YHR030C	;GIM5;PFD5;	;SLT2;BYC2;MPK1;SLK2;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YHR111W	;GIM5;PFD5;	;UBA4;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YHR114W	;GIM5;PFD5;	;BZZ1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YHR134W	;GIM5;PFD5;	;WSS1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YHR178W	;GIM5;PFD5;	;STB5;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YIL008W	;GIM5;PFD5;	;URM1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YIL034C	;GIM5;PFD5;	;CAP2;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YIL095W	;GIM5;PFD5;	;PRK1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YJL013C	;GIM5;PFD5;	;MAD3;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YJL020C	;GIM5;PFD5;	;BBC1;MTI1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YJL095W	;GIM5;PFD5;	;BCK1;LAS3;SAP3;SLK1;SSP31;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YJL154C	;GIM5;PFD5;	;VPS35;GRD9;VPT7;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YJL190C	;GIM5;PFD5;	;RPS22A;RPS24;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YJR032W	;GIM5;PFD5;	;CPR7;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YJR075W	;GIM5;PFD5;	;HOC1;	Synthetic Lethality	Tong et al, in press	BOTH	;UNKNOWN;
YML094W	YJR117W	;GIM5;PFD5;	;STE24;AFC1;PIO2;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YJR135C	;GIM5;PFD5;	;MCM22;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YKL025C	;GIM5;PFD5;	;PAN3;ECM35;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YKL048C	;GIM5;PFD5;	;ELM1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YKL118W	;GIM5;PFD5;	NONE	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YLL001W	;GIM5;PFD5;	;DNM1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YLL006W	;GIM5;PFD5;	;MMM1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YLL007C	;GIM5;PFD5;	NONE	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YLL049W	;GIM5;PFD5;	NONE	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YLR089C	;GIM5;PFD5;	NONE	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YLR292C	;GIM5;PFD5;	;SEC72;SEC67;SIM2;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YLR337C	;GIM5;PFD5;	;VRP1;END5;MDP2;YLR337W;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YLR360W	;GIM5;PFD5;	;VPS38;VPL17;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YLR381W	;GIM5;PFD5;	;CTF3;CHL3;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YLR386W	;GIM5;PFD5;	;VAC14;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YLR447C	;GIM5;PFD5;	;VMA6;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YML032C	;GIM5;PFD5;	;RAD52;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YML041C	;GIM5;PFD5;	;VPS71;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YML048W	;GIM5;PFD5;	;GSF2;ECM6;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YML128C	;GIM5;PFD5;	;MSC1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YMR021C	;GIM5;PFD5;	;MAC1;CUA1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YMR055C	;GIM5;PFD5;	;BUB2;PAC7;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YMR109W	;GIM5;PFD5;	;MYO5;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YMR127C	;GIM5;PFD5;	;SAS2;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YMR154C	;GIM5;PFD5;	;RIM13;CPL1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YMR172W	;GIM5;PFD5;	;HOT1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YMR266W	;GIM5;PFD5;	;RSN1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YMR312W	;GIM5;PFD5;	;ELP6;TOT6;HAP3;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YNL140C	;GIM5;PFD5;	NONE	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YNL166C	;GIM5;PFD5;	;BNI5;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YNL288W	;GIM5;PFD5;	;CAF40;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YNL294C	;GIM5;PFD5;	;RIM21;PAL2;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YNL298W	;GIM5;PFD5;	;CLA4;ERC10;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YOL012C	;GIM5;PFD5;	;HTZ1;HTA3;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YOL067C	;GIM5;PFD5;	;RTG1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YOL116W	;GIM5;PFD5;	;MSN1;FUP1;HRB382;MSS10;PHD2;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YOR023C	;GIM5;PFD5;	;AHC1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YOR026W	;GIM5;PFD5;	;BUB3;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YOR132W	;GIM5;PFD5;	;VPS17;PEP21;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YOR216C	;GIM5;PFD5;	;RUD3;GRP1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YOR264W	;GIM5;PFD5;	;DSE3;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YOR266W	;GIM5;PFD5;	;PNT1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YOR349W	;GIM5;PFD5;	;CIN1;	Synthetic Lethality	Tong et al, in press	BOTH	;UNKNOWN;
YML094W	YPL017C	;GIM5;PFD5;	NONE	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YPL018W	;GIM5;PFD5;	;CTF19;MCM18;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YPL115C	;GIM5;PFD5;	;BEM3;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YPL176C	;GIM5;PFD5;	NONE	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YPL253C	;GIM5;PFD5;	;VIK1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YPR023C	;GIM5;PFD5;	;EAF3;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YPR046W	;GIM5;PFD5;	;MCM16;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YPR050C	;GIM5;PFD5;	NONE	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YPR051W	;GIM5;PFD5;	;MAK3;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YML094W	YPR070W	;GIM5;PFD5;	;MED1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YMR048W	YCL061C	;CSM3;	;MRC1;YCL060C;	Synthetic Lethality	Tong et al, in press	BOTH	;UNKNOWN;
YMR048W	YDR004W	;CSM3;	;RAD57;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YMR048W	YDR217C	;CSM3;	;RAD9;	Synthetic Lethality	Tong et al, in press	BOTH	;UNKNOWN;
YMR048W	YEL003W	;CSM3;	;GIM4;PFD2;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YMR048W	YER016W	;CSM3;	;BIM1;EB1;YEB1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YMR048W	YER019W	;CSM3;	;ISC1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YMR048W	YER116C	;CSM3;	;SLX8;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YMR048W	YER162C	;CSM3;	;RAD4;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YMR048W	YER173W	;CSM3;	;RAD24;RS1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YMR048W	YGL003C	;CSM3;	;CDH1;HCT1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YMR048W	YGL086W	;CSM3;	;MAD1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YMR048W	YGR078C	;CSM3;	;PAC10;GIM2;PFD3;RKS2;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YMR048W	YGR188C	;CSM3;	;BUB1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YMR048W	YIL040W	;CSM3;	;APQ12;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YMR048W	YJL092W	;CSM3;	;HPR5;RADH;RADH1;SRS2;	Synthetic Lethality	Tong et al, in press	BOTH	;UNKNOWN;
YMR048W	YJR043C	;CSM3;	;POL32;	Synthetic Lethality	Tong et al, in press	BOTH	;UNKNOWN;
YMR048W	YJR084W	;CSM3;	;CSN12;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YMR048W	YKL113C	;CSM3;	;RAD27;ERC11;RTH1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YMR048W	YLR032W	;CSM3;	;RAD5;REV2;SNM2;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YMR048W	YLR200W	;CSM3;	;YKE2;GIM1;PFD6;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YMR048W	YLR234W	;CSM3;	;TOP3;EDR1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YMR048W	YLR288C	;CSM3;	;MEC3;PIP3;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YMR048W	YML013W	;CSM3;	;SEL1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YMR048W	YML094W	;CSM3;	;GIM5;PFD5;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YMR048W	YMR010W	;CSM3;	NONE	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YMR048W	YMR055C	;CSM3;	;BUB2;PAC7;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YMR048W	YMR190C	;CSM3;	;SGS1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YMR048W	YNL153C	;CSM3;	;GIM3;PFD4;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YMR048W	YNL297C	;CSM3;	;MON2;YSL2;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YMR048W	YNR051C	;CSM3;	;BRE5;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YMR048W	YOR144C	;CSM3;	;ELG1;RTT110;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YMR048W	YOR368W	;CSM3;	;RAD17;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YMR048W	YPL077C	;CSM3;	NONE	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YMR048W	YPL189W	;CSM3;	;GUP2;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YMR048W	YPL194W	;CSM3;	;DDC1;	Synthetic Lethality	Tong et al, in press	BOTH	;UNKNOWN;
YCL061C	YAR002W	;MRC1;YCL060C;	;NUP60;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YCL061C	YBR093C	;MRC1;YCL060C;	;PHO5;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YCL061C	YDR217C	;MRC1;YCL060C;	;RAD9;	Synthetic Lethality	Tong et al, in press	BOTH	;UNKNOWN;
YCL061C	YDR369C	;MRC1;YCL060C;	;XRS2;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YCL061C	YER095W	;MRC1;YCL060C;	;RAD51;MUT5;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YCL061C	YER173W	;MRC1;YCL060C;	;RAD24;RS1;	Synthetic Lethality	Tong et al, in press	BOTH	;UNKNOWN;
YCL061C	YGL127C	;MRC1;YCL060C;	;SOH1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YCL061C	YHR031C	;MRC1;YCL060C;	;RRM3;RTT104;	Synthetic Lethality	Tong et al, in press	BOTH	;UNKNOWN;
YCL061C	YJL092W	;MRC1;YCL060C;	;HPR5;RADH;RADH1;SRS2;	Synthetic Lethality	Tong et al, in press	BOTH	;UNKNOWN;
YCL061C	YJR043C	;MRC1;YCL060C;	;POL32;	Synthetic Lethality	Tong et al, in press	BOTH	;UNKNOWN;
YCL061C	YKL113C	;MRC1;YCL060C;	;RAD27;ERC11;RTH1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YCL061C	YML032C	;MRC1;YCL060C;	;RAD52;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YCL061C	YMR190C	;MRC1;YCL060C;	;SGS1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YCL061C	YMR198W	;MRC1;YCL060C;	;CIK1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YCL061C	YNL250W	;MRC1;YCL060C;	;RAD50;	Synthetic Lethality	Tong et al, in press	BOTH	;UNKNOWN;
YCL061C	YNL273W	;MRC1;YCL060C;	;TOF1;	Synthetic Lethality	Tong et al, in press	BOTH	;UNKNOWN;
YCL061C	YOL012C	;MRC1;YCL060C;	;HTZ1;HTA3;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YCL061C	YOR024W	;MRC1;YCL060C;	NONE	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YCL061C	YOR025W	;MRC1;YCL060C;	;HST3;	Synthetic Lethality	Tong et al, in press	BOTH	;UNKNOWN;
YCL061C	YOR144C	;MRC1;YCL060C;	;ELG1;RTT110;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YCL061C	YOR368W	;MRC1;YCL060C;	;RAD17;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YCL061C	YPL194W	;MRC1;YCL060C;	;DDC1;	Synthetic Lethality	Tong et al, in press	BOTH	;UNKNOWN;
YNL273W	YAR002W	;TOF1;	;NUP60;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YNL273W	YBR173C	;TOF1;	;UMP1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YNL273W	YDR076W	;TOF1;	;RAD55;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YNL273W	YDR217C	;TOF1;	;RAD9;	Synthetic Lethality	Tong et al, in press	BOTH	;UNKNOWN;
YNL273W	YDR315C	;TOF1;	;IPK1;GSL1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YNL273W	YEL037C	;TOF1;	;RAD23;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YNL273W	YER173W	;TOF1;	;RAD24;RS1;	Synthetic Lethality	Tong et al, in press	BOTH	;UNKNOWN;
YNL273W	YGL163C	;TOF1;	;RAD54;XRS1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YNL273W	YJR043C	;TOF1;	;POL32;	Synthetic Lethality	Tong et al, in press	BOTH	;UNKNOWN;
YNL273W	YKL113C	;TOF1;	;RAD27;ERC11;RTH1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YNL273W	YLR032W	;TOF1;	;RAD5;REV2;SNM2;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YNL273W	YLR234W	;TOF1;	;TOP3;EDR1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YNL273W	YLR288C	;TOF1;	;MEC3;PIP3;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YNL273W	YML032C	;TOF1;	;RAD52;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YNL273W	YMR198W	;TOF1;	;CIK1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YNL273W	YOL012C	;TOF1;	;HTZ1;HTA3;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YNL273W	YOR144C	;TOF1;	;ELG1;RTT110;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YNL273W	YOR368W	;TOF1;	;RAD17;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YNL273W	YPL194W	;TOF1;	;DDC1;	Synthetic Lethality	Tong et al, in press	BOTH	;UNKNOWN;
YJR043C	YAL024C	;POL32;	;LTE1;MSI2;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YJR043C	YBR195C	;POL32;	;MSI1;CAC3;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YJR043C	YDR076W	;POL32;	;RAD55;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YJR043C	YDR217C	;POL32;	;RAD9;	Synthetic Lethality	Tong et al, in press	BOTH	;UNKNOWN;
YJR043C	YDR245W	;POL32;	;MNN10;BED1;REC41;SLC2;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YJR043C	YDR359C	;POL32;	;VID21;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YJR043C	YDR369C	;POL32;	;XRS2;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YJR043C	YER095W	;POL32;	;RAD51;MUT5;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YJR043C	YER151C	;POL32;	;UBP3;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YJR043C	YER173W	;POL32;	;RAD24;RS1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YJR043C	YGL163C	;POL32;	;RAD54;XRS1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
YJR043C	YKL113C	;POL32;	;RAD27;ERC11;RTH1;	Synthetic Lethality	Tong et al, in press	AB	;UNKNOWN;
